0.1412,0,,,,,,,
0.1417,0,,,,,,,
0.1421,0,,,,,,,
0.1426,0,,,,,,,
0.1431,0,,,,,,,
0.1435,0,,,,,,,
0.1440,0,,,,,,,
0.1444,0,,,,,,,
0.1449,0,,,,,,,
0.1454,0,,,,,,,
0.1458,0,,,,,,,
0.1463,0,,,,,,,
0.1468,0,,,,,,,
0.1472,0,,,,,,,
0.1477,0,,,,,,,
0.1481,0,,,,,,,
0.1486,0,,,,,,,
0.1491,0,,,,,,,
0.1495,0,,,,,,,
0.1500,0,,,,,,,
